Order ID,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Discount Value,Profit,COGS
CA-2017-123239,Second Class,MG-18145,FUR-FU-10001602,91.032,3,0.2,-18.2064,-2.2758,-75.1014
CA-2017-156769,First Class,GZ-14470,OFF-AR-10003179,54.66,6,0.0,0.0,18.0378,-36.6222
CA-2014-127299,Standard Class,JL-15835,OFF-ST-10003722,67.344,6,0.2,-13.4688,7.5762,-46.299
CA-2014-127299,Standard Class,JL-15835,TEC-MA-10001127,2624.985,3,0.5,-1312.4925,-944.9946,-2257.4871
CA-2015-121272,Standard Class,DO-13435,OFF-AP-10001947,73.28,4,0.0,0.0,21.2512,-52.0288
CA-2014-115336,Standard Class,AB-10600,OFF-BI-10001107,14.48,5,0.8,-11.584,-23.892,-26.788
CA-2015-111703,Standard Class,KB-16315,OFF-PA-10000349,11.952,3,0.2,-2.3904,4.0338,-5.5278
CA-2015-111703,Standard Class,KB-16315,OFF-PA-10003349,15.552,3,0.2,-3.1104,5.6376,-6.804
CA-2014-128839,Standard Class,TT-21070,OFF-FA-10002280,45.0,9,0.0,0.0,21.6,-23.4
CA-2014-128839,Standard Class,TT-21070,TEC-MA-10000029,209.97,3,0.0,0.0,90.2871,-119.6829
CA-2017-105914,Standard Class,PV-18985,OFF-BI-10002854,112.12,5,0.2,-22.424,42.045,-47.651
CA-2017-105914,Standard Class,PV-18985,OFF-ST-10003716,1575.14,7,0.0,0.0,204.7682,-1370.3718
CA-2017-110926,Standard Class,DD-13570,OFF-FA-10000624,25.06,7,0.0,0.0,12.53,-12.53
CA-2016-117226,First Class,KD-16495,OFF-BI-10004654,6.924,6,0.8,-5.5392,-10.386,-11.7708
CA-2017-127313,First Class,RA-19285,OFF-ST-10001228,37.392,3,0.2,-7.4784,2.337,-27.5766
CA-2017-127313,First Class,RA-19285,FUR-FU-10003798,79.12,5,0.2,-15.824,13.846,-49.45
CA-2016-136287,Standard Class,SS-20590,OFF-LA-10003148,18.9,3,0.0,0.0,8.694,-10.206
US-2014-107699,Standard Class,JH-15820,OFF-BI-10001249,57.42,9,0.0,0.0,26.4132,-31.0068
CA-2017-112725,Standard Class,EH-14125,OFF-AR-10003759,12.74,7,0.0,0.0,5.733,-7.007
CA-2017-112725,Standard Class,EH-14125,OFF-AR-10001227,8.82,3,0.0,0.0,2.3814,-6.4386
CA-2017-112725,Standard Class,EH-14125,FUR-CH-10000863,120.784,1,0.2,-24.1568,-13.5882,-110.2154
CA-2015-136196,Standard Class,TP-21415,FUR-FU-10004017,322.59,3,0.0,0.0,64.518,-258.072
CA-2017-106068,Standard Class,RB-19330,OFF-BI-10000962,9.762,3,0.8,-7.8096,-15.1311,-17.0835
CA-2017-106068,Standard Class,RB-19330,OFF-ST-10004507,13.72,1,0.2,-2.744,1.2005,-9.7755
CA-2017-106068,Standard Class,RB-19330,TEC-AC-10002942,55.2,1,0.2,-11.04,-2.07,-46.23
CA-2017-106068,Standard Class,RB-19330,OFF-ST-10002344,259.136,4,0.2,-51.8272,-58.3056,-265.6144
CA-2017-100160,Standard Class,CB-12025,OFF-LA-10002475,29.24,5,0.2,-5.848,9.8685,-13.5235
CA-2017-100160,Standard Class,CB-12025,OFF-PA-10003072,15.552,3,0.2,-3.1104,5.4432,-6.9984
CA-2017-100160,Standard Class,CB-12025,OFF-EN-10001509,4.896,3,0.2,-0.9792,1.6524,-2.2644
CA-2016-139689,Standard Class,MP-17965,OFF-BI-10004781,38.088,4,0.7,-26.6616,-27.9312,-39.3576
CA-2016-139689,Standard Class,MP-17965,OFF-BI-10000145,2.808,3,0.7,-1.9656,-1.9656,-2.808
CA-2015-101091,Second Class,SW-20245,TEC-AC-10003280,47.984,2,0.2,-9.5968,0.5998,-37.7874
CA-2015-101091,Second Class,SW-20245,OFF-BI-10001107,26.064,6,0.7,-18.2448,-19.9824,-27.8016
CA-2014-126907,Standard Class,SM-20950,OFF-PA-10000533,15.696,3,0.2,-3.1392,5.1012,-7.4556
US-2016-164588,Standard Class,AP-10915,OFF-AR-10003056,12.84,3,0.0,0.0,3.7236,-9.1164
CA-2017-115546,Standard Class,AH-10465,TEC-PH-10002834,539.97,3,0.0,0.0,134.9925,-404.9775
CA-2017-115546,Standard Class,AH-10465,OFF-ST-10002214,22.58,2,0.0,0.0,5.8708,-16.7092
CA-2015-163587,Standard Class,EP-13915,OFF-LA-10004484,16.52,4,0.0,0.0,7.5992,-8.9208
CA-2015-163587,Standard Class,EP-13915,OFF-BI-10003091,671.94,3,0.0,0.0,315.8118,-356.1282
US-2017-106131,First Class,TP-21565,TEC-AC-10003027,169.064,7,0.2,-33.8128,-14.7931,-150.0443
US-2017-106131,First Class,TP-21565,OFF-ST-10003638,168.624,9,0.2,-33.7248,14.7546,-120.1446
CA-2015-160213,Standard Class,AR-10825,OFF-PA-10003848,19.44,3,0.0,0.0,9.3312,-10.1088
CA-2014-157924,First Class,HA-14920,OFF-ST-10002352,31.92,4,0.0,0.0,8.2992,-23.6208
CA-2014-157924,First Class,HA-14920,FUR-CH-10000229,433.568,2,0.2,-86.7136,-65.0352,-411.8896
CA-2015-100216,First Class,HJ-14875,OFF-PA-10000788,31.104,6,0.2,-6.2208,10.8864,-13.9968
CA-2015-100216,First Class,HJ-14875,OFF-PA-10002968,54.816,3,0.2,-10.9632,17.8152,-26.0376
CA-2017-100601,Standard Class,JK-15370,OFF-ST-10002486,48.86,7,0.0,0.0,0.9772,-47.8828
CA-2016-152163,Same Day,JF-15355,OFF-BI-10002215,14.2,2,0.0,0.0,6.532,-7.668
CA-2016-152163,Same Day,JF-15355,OFF-PA-10000788,12.96,2,0.0,0.0,6.2208,-6.7392
CA-2016-152163,Same Day,JF-15355,OFF-BI-10003364,58.34,2,0.0,0.0,28.0032,-30.3368
CA-2015-154340,First Class,EK-13795,OFF-AR-10003582,56.3,2,0.0,0.0,15.764,-40.536
CA-2014-128846,Standard Class,RS-19765,TEC-PH-10003273,629.95,5,0.0,0.0,163.787,-466.163
CA-2014-128846,Standard Class,RS-19765,OFF-PA-10000100,122.97,3,0.0,0.0,60.2553,-62.7147
CA-2016-148593,Second Class,BD-11320,OFF-PA-10001776,46.35,5,0.0,0.0,21.7845,-24.5655
US-2017-119039,Standard Class,BF-11170,OFF-BI-10004182,14.976,9,0.2,-2.9952,5.4288,-6.552
CA-2017-128426,Standard Class,JK-15730,OFF-BI-10000756,4.24,5,0.8,-3.392,-6.36,-7.208
US-2017-136868,Standard Class,CR-12820,TEC-AC-10001539,319.96,4,0.0,0.0,115.1856,-204.7744
US-2017-136868,Standard Class,CR-12820,OFF-PA-10002377,17.04,3,0.0,0.0,7.668,-9.372
US-2017-136868,Standard Class,CR-12820,OFF-ST-10000991,344.91,3,0.0,0.0,10.3473,-334.5627
CA-2016-143749,First Class,AG-10300,FUR-BO-10002853,81.94,1,0.0,0.0,20.485,-61.455
CA-2016-111493,First Class,CM-12160,TEC-AC-10004510,98.16,6,0.0,0.0,9.816,-88.344
CA-2017-112536,Standard Class,SG-20890,OFF-BI-10003712,6.874,7,0.8,-5.4992,-10.6547,-12.0295
CA-2017-112536,Standard Class,SG-20890,OFF-BI-10002571,1.996,1,0.8,-1.5968,-3.2934,-3.6926
CA-2017-112536,Standard Class,SG-20890,OFF-ST-10004835,8.928,2,0.2,-1.7856,0.6696,-6.4728
CA-2016-157714,Second Class,CS-12175,OFF-PA-10004022,9.99,1,0.0,0.0,4.4955,-5.4945
CA-2017-166709,Standard Class,HL-15040,TEC-CO-10004722,10499.97,3,0.0,0.0,5039.9856,-5459.9844
CA-2015-129392,Same Day,DM-13015,OFF-PA-10004248,21.12,5,0.2,-4.224,6.6,-10.296
CA-2015-150875,Standard Class,HK-14890,FUR-TA-10000577,696.42,2,0.0,0.0,160.1766,-536.2434
CA-2015-150875,Standard Class,HK-14890,TEC-PH-10001254,304.776,3,0.2,-60.9552,22.8582,-220.9626
CA-2015-154200,Standard Class,BG-11740,OFF-AR-10001044,51.98,2,0.0,0.0,15.0742,-36.9058
CA-2016-124233,Standard Class,CK-12595,FUR-FU-10002597,24.7,5,0.0,0.0,10.374,-14.326
US-2015-134271,Second Class,RF-19735,OFF-LA-10004093,21.93,3,0.0,0.0,10.3071,-11.6229
US-2016-161683,Standard Class,CJ-12010,OFF-AP-10000179,394.816,4,0.2,-78.9632,93.7688,-222.084
US-2016-161683,Standard Class,CJ-12010,OFF-BI-10001072,18.192,4,0.7,-12.7344,-14.5536,-20.0112
CA-2015-143105,Same Day,MA-17560,OFF-LA-10004093,7.31,1,0.0,0.0,3.4357,-3.8743
CA-2015-143105,Same Day,MA-17560,TEC-CO-10002095,799.984,2,0.2,-159.9968,249.995,-389.9922
CA-2015-143105,Same Day,MA-17560,OFF-PA-10002713,41.28,6,0.0,0.0,18.9888,-22.2912
CA-2015-143105,Same Day,MA-17560,OFF-PA-10002254,184.66,7,0.0,0.0,84.9436,-99.7164
CA-2014-145387,Second Class,AM-10705,OFF-AR-10001683,49.25,5,0.0,0.0,18.715,-30.535
CA-2014-145387,Second Class,AM-10705,OFF-PA-10002195,10.16,2,0.0,0.0,4.7752,-5.3848
CA-2014-145387,Second Class,AM-10705,FUR-FU-10002364,14.76,2,0.0,0.0,4.2804,-10.4796
CA-2014-145387,Second Class,AM-10705,OFF-BI-10004001,34.08,2,0.0,0.0,15.6768,-18.4032
CA-2014-145387,Second Class,AM-10705,FUR-FU-10000023,17.67,3,0.0,0.0,7.7748,-9.8952
CA-2014-145387,Second Class,AM-10705,FUR-CH-10002320,1604.9,5,0.0,0.0,481.47,-1123.43
CA-2014-145387,Second Class,AM-10705,FUR-TA-10003238,385.686,1,0.3,-115.7058,-60.6078,-330.588
CA-2017-109715,Standard Class,AH-10585,OFF-PA-10004965,15.984,2,0.2,-3.1968,4.995,-7.7922
CA-2014-166457,Second Class,PF-19120,OFF-PA-10003016,9.42,3,0.0,0.0,4.239,-5.181
CA-2014-166457,Second Class,PF-19120,OFF-AR-10003651,6.56,2,0.0,0.0,1.9024,-4.6576
CA-2014-166457,Second Class,PF-19120,OFF-PA-10001363,24.56,2,0.0,0.0,11.5432,-13.0168
CA-2016-164637,Standard Class,RD-19480,OFF-BI-10003876,128.4,3,0.0,0.0,64.2,-64.2
CA-2014-103590,Standard Class,JL-15505,OFF-EN-10004007,62.28,4,0.0,0.0,29.2716,-33.0084
CA-2015-111234,Standard Class,AB-10600,OFF-LA-10002271,9.24,3,0.0,0.0,4.4352,-4.8048
CA-2017-149881,First Class,NC-18535,FUR-BO-10003894,482.664,8,0.15,-72.3996,85.176,-325.0884
CA-2017-149881,First Class,NC-18535,TEC-MA-10000418,4799.984,2,0.2,-959.9968,359.9988,-3479.9884
CA-2017-134565,Second Class,TB-21400,OFF-PA-10004243,37.94,2,0.0,0.0,18.2112,-19.7288
CA-2017-134565,Second Class,TB-21400,OFF-BI-10001759,18.288,6,0.2,-3.6576,6.6294,-8.001
CA-2017-134565,Second Class,TB-21400,TEC-MA-10001570,385.8,5,0.2,-77.16,130.2075,-178.4325
CA-2017-134565,Second Class,TB-21400,OFF-ST-10004804,102.96,2,0.0,0.0,1.0296,-101.9304
CA-2017-134565,Second Class,TB-21400,FUR-BO-10001519,174.42,3,0.0,0.0,41.8608,-132.5592
CA-2016-108644,First Class,SJ-20215,OFF-BI-10000343,1.964,2,0.8,-1.5712,-3.2406,-3.6334
US-2014-102631,Standard Class,EB-13840,FUR-FU-10003930,94.428,3,0.6,-56.6568,-42.4926,-80.2638
CA-2017-120327,Standard Class,WB-21850,OFF-FA-10004854,45.92,4,0.0,0.0,21.5824,-24.3376
CA-2015-154970,Standard Class,SR-20740,FUR-CH-10003396,61.584,1,0.2,-12.3168,-6.9282,-56.1954
CA-2016-113803,First Class,VG-21805,OFF-PA-10001994,22.48,1,0.0,0.0,10.3408,-12.1392
CA-2017-100223,Standard Class,LS-16945,FUR-FU-10003601,332.028,9,0.6,-199.2168,-348.6294,-481.4406
CA-2017-100223,Standard Class,LS-16945,OFF-BI-10003429,11.394,9,0.8,-9.1152,-17.6607,-19.9395
CA-2017-100223,Standard Class,LS-16945,OFF-PA-10000232,15.552,3,0.2,-3.1104,5.6376,-6.804
CA-2017-100223,Standard Class,LS-16945,OFF-PA-10002195,31.104,6,0.2,-6.2208,11.2752,-13.608
CA-2017-100223,Standard Class,LS-16945,OFF-BI-10004492,6.316,1,0.8,-5.0528,-10.4214,-11.6846
CA-2014-168823,First Class,MA-17560,OFF-PA-10004000,11.352,3,0.2,-2.2704,4.1151,-4.9665
CA-2014-168823,First Class,MA-17560,OFF-LA-10004425,20.808,9,0.2,-4.1616,7.0227,-9.6237
CA-2016-162404,Standard Class,NF-18475,OFF-BI-10000948,11.416,4,0.8,-9.1328,-18.8364,-21.1196
CA-2017-104024,Second Class,MD-17860,OFF-AR-10001972,9.408,7,0.2,-1.8816,0.7056,-6.8208
CA-2017-147144,First Class,MZ-17335,OFF-AR-10004587,19.83,1,0.0,0.0,5.949,-13.881
CA-2017-158673,Standard Class,KB-16600,OFF-PA-10000994,209.7,2,0.0,0.0,100.656,-109.044
CA-2014-133704,Standard Class,MA-17995,OFF-AP-10001366,43.92,4,0.0,0.0,11.8584,-32.0616
CA-2014-133704,Standard Class,MA-17995,OFF-BI-10001636,20.232,3,0.2,-4.0464,6.5754,-9.6102
CA-2016-159142,First Class,ME-17320,TEC-PH-10001448,149.97,3,0.0,0.0,5.9988,-143.9712
CA-2016-159142,First Class,ME-17320,OFF-PA-10001776,27.81,3,0.0,0.0,13.0707,-14.7393
CA-2014-138436,Standard Class,JD-15895,TEC-AC-10002323,66.3,3,0.0,0.0,8.619,-57.681
CA-2017-117702,Standard Class,LS-16975,OFF-AR-10004582,1.64,1,0.0,0.0,0.738,-0.902
CA-2017-117702,Standard Class,LS-16975,FUR-FU-10000576,1049.2,5,0.0,0.0,272.792,-776.408
CA-2017-117702,Standard Class,LS-16975,FUR-FU-10004270,20.9,5,0.0,0.0,7.524,-13.376
CA-2016-157336,Second Class,SJ-20500,OFF-BI-10004236,88.08,6,0.0,0.0,40.5168,-47.5632
CA-2016-157336,Second Class,SJ-20500,FUR-CH-10004997,751.92,4,0.0,0.0,150.384,-601.536
CA-2014-168130,Same Day,BS-11365,FUR-CH-10000988,887.103,7,0.1,-88.7103,177.4206,-620.9721
CA-2015-155068,Same Day,RA-19285,TEC-PH-10004897,55.944,7,0.2,-11.1888,-13.2867,-58.0419
CA-2015-155068,Same Day,RA-19285,OFF-AR-10002656,10.688,2,0.2,-2.1376,2.2712,-6.2792
CA-2015-155068,Same Day,RA-19285,TEC-PH-10004924,11.824,2,0.2,-2.3648,1.0346,-8.4246
CA-2017-163160,First Class,TS-21610,OFF-PA-10003127,63.312,3,0.2,-12.6624,20.5764,-30.0732
CA-2017-163160,First Class,TS-21610,OFF-BI-10000778,96.784,4,0.8,-77.4272,-145.176,-164.5328
CA-2017-163160,First Class,TS-21610,FUR-FU-10001424,10.476,3,0.6,-6.2856,-6.8094,-10.9998
CA-2015-101924,Standard Class,KB-16585,OFF-BI-10000962,9.762,2,0.7,-6.8334,-6.8334,-9.762
CA-2016-124793,First Class,MM-18280,FUR-CH-10002880,196.784,2,0.2,-39.3568,-22.1382,-179.5654
CA-2017-118367,Second Class,LO-17170,OFF-EN-10004386,47.98,2,0.0,0.0,23.99,-23.99
CA-2017-164819,Second Class,RS-19420,OFF-LA-10001045,13.05,5,0.0,0.0,6.003,-7.047
CA-2017-158344,Standard Class,CC-12475,TEC-AC-10002006,63.96,4,0.0,0.0,19.8276,-44.1324
CA-2017-123351,Standard Class,KT-16480,OFF-AP-10001242,80.48,1,0.0,0.0,24.144,-56.336
CA-2017-110429,Standard Class,DM-13015,OFF-BI-10000216,11.673,3,0.7,-8.1711,-7.782,-11.2839
US-2016-131611,Standard Class,EP-13915,FUR-TA-10002774,863.128,8,0.3,-258.9384,-160.2952,-764.4848
US-2016-131611,Standard Class,EP-13915,OFF-BI-10004364,3.564,3,0.8,-2.8512,-6.237,-6.9498
US-2016-131611,Standard Class,EP-13915,FUR-BO-10000780,956.6648,7,0.32,-306.132736,-225.0976,-875.629664
US-2016-131611,Standard Class,EP-13915,OFF-BI-10001989,12.588,3,0.8,-10.0704,-20.1408,-22.6584
US-2016-131611,Standard Class,EP-13915,TEC-AC-10004001,171.96,5,0.2,-34.392,45.1395,-92.4285
US-2017-124821,Second Class,AM-10705,FUR-TA-10000688,871.4,4,0.0,0.0,148.138,-723.262
CA-2015-166975,Standard Class,SH-20635,FUR-FU-10003930,692.472,11,0.2,-138.4944,190.4298,-363.5478
CA-2016-123806,Second Class,LA-16780,FUR-FU-10000965,207.76,4,0.0,0.0,85.1816,-122.5784
US-2017-158505,Same Day,SF-20200,TEC-PH-10004071,71.928,9,0.2,-14.3856,6.2937,-51.2487
US-2017-158505,Same Day,SF-20200,OFF-AR-10001044,25.99,1,0.0,0.0,7.5371,-18.4529
CA-2015-142692,Standard Class,AG-10495,OFF-BI-10004140,3.592,1,0.2,-0.7184,1.1225,-1.7511
CA-2015-123456,Standard Class,KN-16450,OFF-AP-10002684,48.632,2,0.8,-38.9056,-121.58,-131.3064
CA-2017-151358,Standard Class,NF-18595,OFF-ST-10000046,323.1,2,0.0,0.0,61.389,-261.711
US-2016-107440,Standard Class,BS-11365,TEC-MA-10001047,9099.93,7,0.0,0.0,2365.9818,-6733.9482
US-2016-107440,Standard Class,BS-11365,FUR-FU-10000550,9.96,2,0.0,0.0,3.2868,-6.6732
US-2016-107440,Standard Class,BS-11365,OFF-BI-10002432,25.3,5,0.0,0.0,11.891,-13.409
CA-2014-166989,Standard Class,RM-19675,OFF-PA-10004470,11.36,2,0.0,0.0,5.2256,-6.1344
CA-2014-166989,Standard Class,RM-19675,FUR-CH-10001797,69.264,2,0.1,-6.9264,14.6224,-47.7152
CA-2014-103100,First Class,AB-10105,OFF-LA-10003720,3.69,1,0.0,0.0,1.7343,-1.9557
CA-2014-103100,First Class,AB-10105,OFF-BI-10004600,1103.97,3,0.0,0.0,496.7865,-607.1835
CA-2015-105690,Second Class,CA-11965,FUR-BO-10003965,246.1328,2,0.32,-78.762496,-76.0116,-243.381904
CA-2015-105690,Second Class,CA-11965,OFF-LA-10000240,11.696,2,0.2,-2.3392,3.9474,-5.4094
CA-2015-105690,Second Class,CA-11965,TEC-CO-10001571,439.992,1,0.2,-87.9984,164.997,-186.9966
CA-2017-127516,Standard Class,EH-14005,OFF-ST-10000736,64.784,1,0.2,-12.9568,-12.9568,-64.784
US-2015-117184,Standard Class,ON-18715,OFF-BI-10002082,33.28,5,0.8,-26.624,-49.92,-56.576
US-2015-117184,Standard Class,ON-18715,OFF-PA-10002250,14.088,3,0.2,-2.8176,4.9308,-6.3396
CA-2017-102407,Second Class,AT-10435,OFF-AR-10000122,11.16,2,0.0,0.0,2.79,-8.37
CA-2017-102407,Second Class,AT-10435,FUR-TA-10003748,896.328,9,0.2,-179.2656,22.4082,-694.6542
CA-2017-102407,Second Class,AT-10435,OFF-AP-10001394,189.0,1,0.0,0.0,68.04,-120.96
CA-2017-130967,Standard Class,EB-13870,TEC-PH-10004896,53.982,3,0.4,-21.5928,-10.7964,-43.1856
CA-2017-101581,Standard Class,DW-13195,FUR-TA-10002607,177.225,5,0.5,-88.6125,-120.513,-209.1255
CA-2017-169124,Standard Class,MB-17305,FUR-FU-10001215,129.39,3,0.0,0.0,54.3438,-75.0462
CA-2017-117261,Standard Class,TH-21235,OFF-ST-10000419,54.32,4,0.0,0.0,0.5432,-53.7768
CA-2017-129021,Second Class,PO-18850,TEC-PH-10001459,4367.896,13,0.2,-873.5792,327.5922,-3166.7246
CA-2017-129021,Second Class,PO-18850,OFF-PA-10000241,49.568,2,0.2,-9.9136,15.49,-24.1644
CA-2017-129021,Second Class,PO-18850,OFF-AP-10003040,161.376,6,0.2,-32.2752,12.1032,-116.9976
CA-2017-129021,Second Class,PO-18850,FUR-FU-10001852,2.784,2,0.2,-0.5568,0.4176,-1.8096
CA-2017-129021,Second Class,PO-18850,OFF-PA-10000141,8.72,5,0.2,-1.744,2.943,-4.033
CA-2014-123253,Second Class,DE-13255,OFF-AR-10002804,3.912,1,0.2,-0.7824,1.0269,-2.1027
CA-2016-121601,Same Day,MO-17500,OFF-EN-10003862,59.752,7,0.2,-11.9504,19.4194,-28.3822
CA-2014-162278,Second Class,AH-10585,FUR-FU-10000448,63.92,4,0.0,0.0,3.196,-60.724
CA-2014-162278,Second Class,AH-10585,TEC-PH-10000526,383.96,5,0.2,-76.792,38.396,-268.772
CA-2016-161095,Same Day,CS-12250,OFF-BI-10002764,7.752,3,0.2,-1.5504,2.8101,-3.3915
CA-2016-161095,Same Day,CS-12250,OFF-BI-10001524,33.568,2,0.2,-6.7136,11.7488,-15.1056
CA-2014-125829,Standard Class,WB-21850,TEC-PH-10001079,666.344,7,0.2,-133.2688,66.6344,-466.4408
CA-2014-125829,Standard Class,WB-21850,FUR-TA-10002041,573.728,4,0.2,-114.7456,-64.5444,-523.5268
CA-2014-125829,Standard Class,WB-21850,OFF-BI-10001036,21.936,3,0.2,-4.3872,8.226,-9.3228
CA-2014-125829,Standard Class,WB-21850,OFF-PA-10000223,19.44,3,0.0,0.0,9.3312,-10.1088
CA-2014-125829,Standard Class,WB-21850,TEC-MA-10003246,447.968,4,0.2,-89.5936,139.99,-218.3844
CA-2014-123127,Standard Class,SP-20620,OFF-AP-10001962,16.78,2,0.0,0.0,4.195,-12.585
CA-2015-115945,Standard Class,AB-10165,OFF-AR-10004062,20.96,2,0.0,0.0,5.24,-15.72
CA-2015-115945,Standard Class,AB-10165,OFF-BI-10004330,88.752,3,0.2,-17.7504,27.735,-43.2666
CA-2015-115945,Standard Class,AB-10165,OFF-ST-10001963,304.23,3,0.0,0.0,9.1269,-295.1031
CA-2015-136735,Standard Class,HA-14920,OFF-EN-10002230,167.86,2,0.0,0.0,78.8942,-88.9658
US-2017-136189,Standard Class,DC-13285,FUR-FU-10000175,82.38,6,0.0,0.0,25.5378,-56.8422
CA-2014-152345,Second Class,ST-20530,TEC-PH-10004897,23.976,3,0.2,-4.7952,-5.6943,-24.8751
CA-2014-152345,Second Class,ST-20530,OFF-ST-10003123,33.29,1,0.0,0.0,7.9896,-25.3004
US-2015-147662,Standard Class,KB-16315,OFF-BI-10001658,14.952,2,0.7,-10.4664,-11.9616,-16.4472
US-2015-147662,Standard Class,KB-16315,TEC-PH-10002834,323.982,3,0.4,-129.5928,-80.9955,-275.3847
US-2015-147662,Standard Class,KB-16315,OFF-BI-10002160,2.286,2,0.7,-1.6002,-1.6764,-2.3622
US-2015-147662,Standard Class,KB-16315,OFF-AR-10004999,14.352,3,0.2,-2.8704,0.897,-10.5846
US-2015-147662,Standard Class,KB-16315,TEC-AC-10003280,71.976,3,0.2,-14.3952,0.8997,-56.6811
CA-2016-153346,First Class,TB-21355,OFF-AR-10000315,9.21,3,0.0,0.0,2.3025,-6.9075
CA-2016-153346,First Class,TB-21355,OFF-PA-10000007,18.0,5,0.0,0.0,8.28,-9.72
CA-2017-118360,Standard Class,JC-15775,OFF-PA-10000791,42.93,9,0.0,0.0,19.3185,-23.6115
CA-2017-149853,Standard Class,PO-18850,OFF-PA-10000556,15.552,3,0.2,-3.1104,5.4432,-6.9984
CA-2017-149853,Standard Class,PO-18850,OFF-AP-10000804,17.92,5,0.2,-3.584,1.12,-13.216
CA-2017-107909,Standard Class,SS-20875,TEC-AC-10001998,19.99,1,0.0,0.0,6.7966,-13.1934
CA-2017-107909,Standard Class,SS-20875,OFF-BI-10003476,22.92,5,0.2,-4.584,8.022,-10.314
CA-2015-112375,Standard Class,RD-19720,TEC-AC-10003237,50.88,6,0.2,-10.176,14.628,-26.076
CA-2015-112375,Standard Class,RD-19720,OFF-EN-10003798,27.312,2,0.2,-5.4624,9.2178,-12.6318
CA-2015-154795,Standard Class,GZ-14470,OFF-EN-10003068,7.92,1,0.2,-1.584,2.772,-3.564
CA-2015-154795,Standard Class,GZ-14470,FUR-FU-10002088,14.368,2,0.2,-2.8736,3.9512,-7.5432
CA-2015-125234,Standard Class,SN-20710,TEC-AC-10000158,107.97,3,0.0,0.0,22.6737,-85.2963
CA-2015-125234,Standard Class,SN-20710,OFF-PA-10000482,113.82,3,0.0,0.0,53.4954,-60.3246
CA-2017-133501,Standard Class,DK-12895,OFF-PA-10004888,5.184,1,0.2,-1.0368,1.8144,-2.3328
US-2014-129609,Same Day,VM-21835,OFF-AR-10003478,16.28,2,0.0,0.0,6.512,-9.768
CA-2017-130309,Standard Class,GB-14575,OFF-ST-10003208,544.38,3,0.0,0.0,157.8702,-386.5098
CA-2017-105410,First Class,ND-18370,OFF-BI-10004970,19.824,6,0.2,-3.9648,6.6906,-9.1686
CA-2017-105410,First Class,ND-18370,TEC-PH-10000038,657.504,6,0.2,-131.5008,-131.5008,-657.504
CA-2017-105410,First Class,ND-18370,TEC-AC-10001552,99.54,2,0.0,0.0,10.9494,-88.5906
CA-2017-105410,First Class,ND-18370,TEC-AC-10002926,199.96,4,0.0,0.0,85.9828,-113.9772
CA-2016-120355,Standard Class,MM-17260,FUR-CH-10001394,631.782,2,0.1,-63.1782,140.396,-428.2078
CA-2016-120355,Standard Class,MM-17260,FUR-FU-10004053,60.72,3,0.0,0.0,26.1096,-34.6104
CA-2017-169894,Second Class,MV-17485,OFF-BI-10004230,20.724,2,0.7,-14.5068,-15.1976,-21.4148
CA-2017-169894,Second Class,MV-17485,OFF-ST-10000060,415.872,8,0.2,-83.1744,-41.5872,-374.2848
US-2017-100482,Standard Class,JL-15130,OFF-ST-10001325,16.768,2,0.2,-3.3536,1.4672,-11.9472
US-2017-100482,Standard Class,JL-15130,TEC-AC-10003441,27.12,2,0.2,-5.424,-4.746,-26.442
CA-2017-107748,Second Class,AG-10330,TEC-PH-10003215,95.84,4,0.2,-19.168,34.742,-41.93
CA-2017-107748,Second Class,AG-10330,OFF-PA-10002005,12.96,2,0.0,0.0,6.2208,-6.7392
CA-2017-153654,Second Class,MD-17860,OFF-BI-10004465,19.008,8,0.7,-13.3056,-12.672,-18.3744
CA-2015-155600,Second Class,RO-19780,OFF-BI-10000545,1598.058,7,0.7,-1118.6406,-1065.372,-1544.7894
CA-2015-155600,Second Class,RO-19780,OFF-AR-10003752,36.96,4,0.2,-7.392,12.012,-17.556
CA-2017-162565,Same Day,RR-19315,OFF-PA-10001937,10.368,2,0.2,-2.0736,3.6288,-4.6656
CA-2017-162565,Same Day,RR-19315,FUR-FU-10004306,77.72,1,0.6,-46.632,-66.062,-97.15
CA-2017-162565,Same Day,RR-19315,FUR-CH-10003973,520.464,2,0.3,-156.1392,-14.8704,-379.1952
CA-2016-127642,First Class,CP-12340,OFF-PA-10000565,111.96,2,0.0,0.0,54.8604,-57.0996
US-2017-163195,Second Class,LL-16840,TEC-PH-10003875,29.16,3,0.0,0.0,8.4564,-20.7036
CA-2017-111332,Second Class,NC-18340,OFF-AR-10001953,131.94,3,0.0,0.0,35.6238,-96.3162
CA-2017-111332,Second Class,NC-18340,OFF-AR-10001374,25.92,4,0.0,0.0,8.2944,-17.6256
CA-2017-111332,Second Class,NC-18340,OFF-ST-10003816,704.76,4,0.0,0.0,162.0948,-542.6652
CA-2017-111332,Second Class,NC-18340,OFF-FA-10001843,7.41,3,0.0,0.0,3.4827,-3.9273
CA-2017-111332,Second Class,NC-18340,OFF-AR-10000657,21.5,10,0.0,0.0,7.095,-14.405
CA-2017-117044,Second Class,HA-14920,OFF-FA-10000936,10.528,4,0.2,-2.1056,3.29,-5.1324
CA-2017-117044,Second Class,HA-14920,OFF-PA-10003657,20.544,6,0.2,-4.1088,6.42,-10.0152
